Name
Name,Creator
Name,Creator,First public release
Name,Creator,First public release,Latest stable version
Name,Creator,First public release,Latest stable version,Programming language
Name,Creator,First public release,Latest stable version,Programming language,Cost (US$)
Name,Creator,First public release,Latest stable version,Programming language,Cost (US$),Software license
Name,Creator,First public release,Latest stable version,Programming language,Cost (US$),Software license,Open source
Acme
Acme,Rob Pike
Acme,Rob Pike,1993
Acme,Rob Pike,1993,Plan 9 and Inferno
Acme,Rob Pike,1993,Plan 9 and Inferno,C
Acme,Rob Pike,1993,Plan 9 and Inferno,C,Free
Acme,Rob Pike,1993,Plan 9 and Inferno,C,Free,LPL (OSI approved)
Acme,Rob Pike,1993,Plan 9 and Inferno,C,Free,LPL (OSI approved),Yes
AkelPad
AkelPad,"Alexey Kuznetsov, Alexander Shengalts"
AkelPad,"Alexey Kuznetsov, Alexander Shengalts",2003
AkelPad,"Alexey Kuznetsov, Alexander Shengalts",2003,4.9.7
AkelPad,"Alexey Kuznetsov, Alexander Shengalts",2003,4.9.7,C
AkelPad,"Alexey Kuznetsov, Alexander Shengalts",2003,4.9.7,C,Free
AkelPad,"Alexey Kuznetsov, Alexander Shengalts",2003,4.9.7,C,Free,BSD
AkelPad,"Alexey Kuznetsov, Alexander Shengalts",2003,4.9.7,C,Free,BSD,Yes
Alphatk
Alphatk,Vince Darley
Alphatk,Vince Darley,1999
Alphatk,Vince Darley,1999,8.3.3
Alphatk,Vince Darley,1999,8.3.3,
Alphatk,Vince Darley,1999,8.3.3,,$40
Alphatk,Vince Darley,1999,8.3.3,,$40,"Proprietary, with BSD components"
Alphatk,Vince Darley,1999,8.3.3,,$40,"Proprietary, with BSD components",No
Aquamacs
Aquamacs,David Reitter
Aquamacs,David Reitter,2005
Aquamacs,David Reitter,2005,3.2
Aquamacs,David Reitter,2005,3.2,"C, Emacs Lisp"
Aquamacs,David Reitter,2005,3.2,"C, Emacs Lisp",Free
Aquamacs,David Reitter,2005,3.2,"C, Emacs Lisp",Free,GPL
Aquamacs,David Reitter,2005,3.2,"C, Emacs Lisp",Free,GPL,Yes
Atom
Atom,GitHub
Atom,GitHub,2014
Atom,GitHub,2014,1.9.9
Atom,GitHub,2014,1.9.9,"HTML, CSS, JavaScript, C++"
Atom,GitHub,2014,1.9.9,"HTML, CSS, JavaScript, C++",Free
Atom,GitHub,2014,1.9.9,"HTML, CSS, JavaScript, C++",Free,MIT
Atom,GitHub,2014,1.9.9,"HTML, CSS, JavaScript, C++",Free,MIT,Yes
BBEdit
BBEdit,Rich Siegel
BBEdit,Rich Siegel,1992-04
BBEdit,Rich Siegel,1992-04,11
BBEdit,Rich Siegel,1992-04,11,"Objective-C, Objective-C++"
BBEdit,Rich Siegel,1992-04,11,"Objective-C, Objective-C++",$49.99
BBEdit,Rich Siegel,1992-04,11,"Objective-C, Objective-C++",$49.99,Proprietary
BBEdit,Rich Siegel,1992-04,11,"Objective-C, Objective-C++",$49.99,Proprietary,No
Bluefish
Bluefish,Bluefish Development Team
Bluefish,Bluefish Development Team,1999
Bluefish,Bluefish Development Team,1999,2.2.9
Bluefish,Bluefish Development Team,1999,2.2.9,C
Bluefish,Bluefish Development Team,1999,2.2.9,C,Free
Bluefish,Bluefish Development Team,1999,2.2.9,C,Free,GPL
Bluefish,Bluefish Development Team,1999,2.2.9,C,Free,GPL,Yes
Brackets
Brackets,Adobe Systems
Brackets,Adobe Systems,2012
Brackets,Adobe Systems,2012,1.8
Brackets,Adobe Systems,2012,1.8,"HTML, CSS, JavaScript, C++"
Brackets,Adobe Systems,2012,1.8,"HTML, CSS, JavaScript, C++",Free
Brackets,Adobe Systems,2012,1.8,"HTML, CSS, JavaScript, C++",Free,MIT
Brackets,Adobe Systems,2012,1.8,"HTML, CSS, JavaScript, C++",Free,MIT,Yes
Coda
Coda,Panic
Coda,Panic,2007
Coda,Panic,2007,2.0.12
Coda,Panic,2007,2.0.12,Objective-C
Coda,Panic,2007,2.0.12,Objective-C,$99
Coda,Panic,2007,2.0.12,Objective-C,$99,Proprietary
Coda,Panic,2007,2.0.12,Objective-C,$99,Proprietary,No
ConTEXT
ConTEXT,ConTEXT Project Ltd
ConTEXT,ConTEXT Project Ltd,1999
ConTEXT,ConTEXT Project Ltd,1999,0.98.6
ConTEXT,ConTEXT Project Ltd,1999,0.98.6,Object Pascal (Delphi)
ConTEXT,ConTEXT Project Ltd,1999,0.98.6,Object Pascal (Delphi),Free
ConTEXT,ConTEXT Project Ltd,1999,0.98.6,Object Pascal (Delphi),Free,BSD
ConTEXT,ConTEXT Project Ltd,1999,0.98.6,Object Pascal (Delphi),Free,BSD,Yes
Crimson Editor
Crimson Editor,"Ingyu Kang, Emerald Editor Team"
Crimson Editor,"Ingyu Kang, Emerald Editor Team",1999
Crimson Editor,"Ingyu Kang, Emerald Editor Team",1999,3.72
Crimson Editor,"Ingyu Kang, Emerald Editor Team",1999,3.72,C++
Crimson Editor,"Ingyu Kang, Emerald Editor Team",1999,3.72,C++,Free
Crimson Editor,"Ingyu Kang, Emerald Editor Team",1999,3.72,C++,Free,GPL
Crimson Editor,"Ingyu Kang, Emerald Editor Team",1999,3.72,C++,Free,GPL,Yes
Diakonos
Diakonos,Pistos
Diakonos,Pistos,2004
Diakonos,Pistos,2004,0.9.4
Diakonos,Pistos,2004,0.9.4,Ruby
Diakonos,Pistos,2004,0.9.4,Ruby,Free
Diakonos,Pistos,2004,0.9.4,Ruby,Free,MIT
Diakonos,Pistos,2004,0.9.4,Ruby,Free,MIT,Yes
E Text Editor
E Text Editor,Alexander Stigsen
E Text Editor,Alexander Stigsen,2005
E Text Editor,Alexander Stigsen,2005,2.0.2
E Text Editor,Alexander Stigsen,2005,2.0.2,
E Text Editor,Alexander Stigsen,2005,2.0.2,,$46.95
E Text Editor,Alexander Stigsen,2005,2.0.2,,$46.95,"Proprietary, with BSD components"
E Text Editor,Alexander Stigsen,2005,2.0.2,,$46.95,"Proprietary, with BSD components",No
ed
ed,Ken Thompson
ed,Ken Thompson,1970
ed,Ken Thompson,1970,unchanged from original
ed,Ken Thompson,1970,unchanged from original,C
ed,Ken Thompson,1970,unchanged from original,C,Free
ed,Ken Thompson,1970,unchanged from original,C,Free,?
ed,Ken Thompson,1970,unchanged from original,C,Free,?,Yes
EditPlus
EditPlus,Sangil Kim
EditPlus,Sangil Kim,1998
EditPlus,Sangil Kim,1998,3.80 (build 961)
EditPlus,Sangil Kim,1998,3.80 (build 961),C++
EditPlus,Sangil Kim,1998,3.80 (build 961),C++,$35
EditPlus,Sangil Kim,1998,3.80 (build 961),C++,$35,Shareware
EditPlus,Sangil Kim,1998,3.80 (build 961),C++,$35,Shareware,No
Editra
Editra,Cody Precord
Editra,Cody Precord,2007
Editra,Cody Precord,2007,0.7.20
Editra,Cody Precord,2007,0.7.20,Python
Editra,Cody Precord,2007,0.7.20,Python,Free
Editra,Cody Precord,2007,0.7.20,Python,Free,wxWindows license
Editra,Cody Precord,2007,0.7.20,Python,Free,wxWindows license,Yes
EmEditor
EmEditor,"Emurasoft, Inc."
EmEditor,"Emurasoft, Inc.",1997
EmEditor,"Emurasoft, Inc.",1997,15.7.2
EmEditor,"Emurasoft, Inc.",1997,15.7.2,
EmEditor,"Emurasoft, Inc.",1997,15.7.2,,$39.99 1-user
EmEditor,"Emurasoft, Inc.",1997,15.7.2,,$39.99 1-user,Shareware
EmEditor,"Emurasoft, Inc.",1997,15.7.2,,$39.99 1-user,Shareware,No
epsilon
epsilon,Lugaru Software
epsilon,Lugaru Software,1984
epsilon,Lugaru Software,1984,13.06
epsilon,Lugaru Software,1984,13.06,C
epsilon,Lugaru Software,1984,13.06,C,$250
epsilon,Lugaru Software,1984,13.06,C,$250,Proprietary
epsilon,Lugaru Software,1984,13.06,C,$250,Proprietary,No
gedit
gedit,GNU Project
gedit,GNU Project,2000
gedit,GNU Project,2000,3.20.2
gedit,GNU Project,2000,3.20.2,C
gedit,GNU Project,2000,3.20.2,C,Free
gedit,GNU Project,2000,3.20.2,C,Free,GPL
gedit,GNU Project,2000,3.20.2,C,Free,GPL,Yes
Geany
Geany,Enrico Tröger
Geany,Enrico Tröger,2005
Geany,Enrico Tröger,2005,1.27
Geany,Enrico Tröger,2005,1.27,"C, GTK2"
Geany,Enrico Tröger,2005,1.27,"C, GTK2",Free
Geany,Enrico Tröger,2005,1.27,"C, GTK2",Free,GPL
Geany,Enrico Tröger,2005,1.27,"C, GTK2",Free,GPL,Yes
GNU Emacs
GNU Emacs,Richard Stallman
GNU Emacs,Richard Stallman,1984
GNU Emacs,Richard Stallman,1984,24.5
GNU Emacs,Richard Stallman,1984,24.5,"C, Emacs Lisp"
GNU Emacs,Richard Stallman,1984,24.5,"C, Emacs Lisp",Free
GNU Emacs,Richard Stallman,1984,24.5,"C, Emacs Lisp",Free,GPL
GNU Emacs,Richard Stallman,1984,24.5,"C, Emacs Lisp",Free,GPL,Yes
Gobby
Gobby,0x539 dev group
Gobby,0x539 dev group,2005
Gobby,0x539 dev group,2005,0.4.12
Gobby,0x539 dev group,2005,0.4.12,C++
Gobby,0x539 dev group,2005,0.4.12,C++,Free
Gobby,0x539 dev group,2005,0.4.12,C++,Free,GPL
Gobby,0x539 dev group,2005,0.4.12,C++,Free,GPL,Yes
JED
JED,John E. Davis
JED,John E. Davis,1992
JED,John E. Davis,1992,0.99-19
JED,John E. Davis,1992,0.99-19,C
JED,John E. Davis,1992,0.99-19,C,Free
JED,John E. Davis,1992,0.99-19,C,Free,GPL
JED,John E. Davis,1992,0.99-19,C,Free,GPL,Yes
jEdit
jEdit,Slava Pestov
jEdit,Slava Pestov,1998 (?)
jEdit,Slava Pestov,1998 (?),5.3.0
jEdit,Slava Pestov,1998 (?),5.3.0,Java
jEdit,Slava Pestov,1998 (?),5.3.0,Java,Free
jEdit,Slava Pestov,1998 (?),5.3.0,Java,Free,GPL
jEdit,Slava Pestov,1998 (?),5.3.0,Java,Free,GPL,Yes
JOE
JOE,Joseph Allen
JOE,Joseph Allen,1988
JOE,Joseph Allen,1988,4.1
JOE,Joseph Allen,1988,4.1,C
JOE,Joseph Allen,1988,4.1,C,Free
JOE,Joseph Allen,1988,4.1,C,Free,GPL
JOE,Joseph Allen,1988,4.1,C,Free,GPL,Yes
JOVE
JOVE,Johnathon Payne
JOVE,Johnathon Payne,1983
JOVE,Johnathon Payne,1983,4.16
JOVE,Johnathon Payne,1983,4.16,C
JOVE,Johnathon Payne,1983,4.16,C,Free
JOVE,Johnathon Payne,1983,4.16,C,Free,GPL
JOVE,Johnathon Payne,1983,4.16,C,Free,GPL,Yes
Kate
Kate,KDE Project
Kate,KDE Project,2000-12
Kate,KDE Project,2000-12,3.11.1
Kate,KDE Project,2000-12,3.11.1,C++
Kate,KDE Project,2000-12,3.11.1,C++,Free
Kate,KDE Project,2000-12,3.11.1,C++,Free,GPL
Kate,KDE Project,2000-12,3.11.1,C++,Free,GPL,Yes
KEDIT
KEDIT,"Mansfield Software Group, Inc."
KEDIT,"Mansfield Software Group, Inc.",1983
KEDIT,"Mansfield Software Group, Inc.",1983,1.6
KEDIT,"Mansfield Software Group, Inc.",1983,1.6,
KEDIT,"Mansfield Software Group, Inc.",1983,1.6,,$129
KEDIT,"Mansfield Software Group, Inc.",1983,1.6,,$129,Proprietary
KEDIT,"Mansfield Software Group, Inc.",1983,1.6,,$129,Proprietary,No
Komodo Edit
Komodo Edit,Activestate
Komodo Edit,Activestate,open-sourced 2007
Komodo Edit,Activestate,open-sourced 2007,9.3.2
Komodo Edit,Activestate,open-sourced 2007,9.3.2,"Python, JavaScript, Perl, Tcl, PHP, Ruby"
Komodo Edit,Activestate,open-sourced 2007,9.3.2,"Python, JavaScript, Perl, Tcl, PHP, Ruby",Free
Komodo Edit,Activestate,open-sourced 2007,9.3.2,"Python, JavaScript, Perl, Tcl, PHP, Ruby",Free,"MPL, GPL, LGPL"
Komodo Edit,Activestate,open-sourced 2007,9.3.2,"Python, JavaScript, Perl, Tcl, PHP, Ruby",Free,"MPL, GPL, LGPL",Yes
Komodo IDE
Komodo IDE,Activestate
Komodo IDE,Activestate,2001
